icao24,origin_country,velocity,on_ground
abad6c,United States,241.18,False
a39d95,United States,1.29,True
7c1c4f,Australia,0.0,True
8014ce,India,3.09,True
a9a248,United States,92.33,False
aa91fe,United States,158.99,False
aa0909,United States,169.47,False
8a03b3,Indonesia,225.66,False
0d122b,Mexico,135.31,False
8a03b0,Indonesia,243.05,False
a9ea22,United States,28.3,False
a09322,United States,198.41,False
471f62,Hungary,109.98,False
a4fa91,United States,32.02,False
7809a2,China,184.13,False
a1bfb2,United States,204.4,False
c033de,Canada,69.53,False
7809a9,China,221.93,False
a9ea32,United States,109.61,False
ae6216,United States,52.47,False
a03ce5,United States,43.73,False
a711db,United States,40.39,False
a35605,United States,139.19,False
a63a97,United States,46.89,False
a8a7eb,United States,57.85,False
aae280,United States,207.51,False
a03cb6,United States,168.41,False
e48c4c,Brazil,215.4,False
a59601,United States,269.54,False
8014fa,India,234.75,False
c033fe,Canada,127.95,False
c07c7b,Canada,224.34,False
c07c7a,Canada,220.7,False
a8dd4b,United States,50.06,False
ac2287,United States,51.68,False
a10308,United States,43.29,False
a88d8d,United States,68.87,False
a73903,United States,44.97,False
c07c92,Canada,110.32,False
a594fa,United States,207.74,False
a46304,United States,193.12,False
a3696e,United States,221.34,False
c81cb1,New Zealand,31.9,False
a9fd11,United States,29.25,False
a76d5a,United States,242.43,False
0d1202,Mexico,248.59,False
7809e4,China,221.11,False
a75a24,United States,101.93,False
a41fd4,United States,218.16,False
ada588,United States,49.8,False
a4b1e9,United States,2.83,True
a9b4a4,United States,207.26,False
a23675,United States,146.63,False
801612,India,272.18,False
ae0bfd,United States,1.63,False
0d1218,Mexico,178.97,False
471f01,Hungary,214.8,False
c020a9,Canada,80.56,False
a63a72,United States,0.06,True
e07542,Argentina,211.64,False
a7aa1f,United States,52.58,False
a831b2,United States,5.4,True
aa91a2,United States,146.8,False
7c2f04,Australia,35.11,False
a3560b,United States,240.34,False
0d121d,Mexico,204.03,False
a977d4,United States,6.94,True
a27cb4,United States,131.47,False
a4b1ee,United States,296.97,False
a8dd27,United States,55.07,False
a35694,United States,36.03,False
80174d,India,2.83,True
a6afd2,United States,63.28,False
a59662,United States,34.34,False
a4d97e,United States,102.37,False
ada714,United States,112.4,False
ab175a,United States,69.37,False
a40cdf,United States,89.66,False
4cc277,Iceland,224.3,False
8a01e0,Indonesia,236.7,False
a3a67b,United States,159.91,False
c07e32,Canada,202.15,False
a5d319,United States,222.64,False
801775,India,261.25,False
a2cce6,United States,46.11,False
7c1cdb,Australia,12.35,True
c048cb,Canada,0.0,True
a90fd3,United States,29.34,False
a40cd9,United States,189.81,False
80172c,India,25.72,True
a76cba,United States,68.0,False
a1f018,United States,159.71,False
a2dffe,United States,189.56,False
a22358,United States,230.8,False
abadd6,United States,136.71,False
a1036b,United States,35.19,False
a89fcf,United States,194.41,False
a2ccd3,United States,25.12,False
ad574f,United States,179.42,False
c07e62,Canada,0.0,True
ac2439,United States,159.49,False
a70002,United States,197.17,False
c035bb,Canada,210.33,False
a9ea96,United States,91.91,False
801749,India,0.0,True
a85964,United States,160.55,False
a7130c,United States,210.76,False
c07e59,Canada,237.66,False
a46310,United States,9.26,True
8852e1,Thailand,72.1,False
a1acdb,United States,151.33,False
8852e2,Thailand,3.6,True
80173e,India,10.29,True
e49f0a,Brazil,226.78,False
c035bf,Canada,178.47,False
a3eca2,United States,242.75,False
ab4ae9,United States,216.38,False
a9ea63,United States,44.32,False
abadf9,United States,173.55,False
3c4b31,Germany,266.42,False
a45051,United States,222.49,False
ab046d,United States,124.93,False
a99a96,United States,267.91,False
a4d946,United States,257.47,False
0d10f0,Mexico,152.51,False
c2b369,Canada,277.25,False
3c4b2f,Germany,239.56,False
ac245c,United States,216.18,False
3c4b2e,Germany,277.82,False
a3a647,United States,198.79,False
3c4b2c,Germany,293.58,False
7cb012,Australia,0.06,True
a3a655,United States,39.31,False
a8dd7b,United States,253.12,False
e49f52,Brazil,65.22,False
ad444d,United States,254.33,False
a85931,United States,3.6,True
a9ea45,United States,45.06,False
a9fd75,United States,57.45,False
a46368,United States,227.08,False
a60633,United States,70.75,False
af841c,United States,34.44,False
a0808f,United States,121.98,False
c07e23,Canada,48.94,False
abf11f,United States,161.3,False
80177d,India,212.96,False
a2239b,United States,51.08,False
c048b6,Canada,9.83,False
ad445c,United States,91.73,False
e49f59,Brazil,122.44,False
801793,India,194.68,False
4cc27c,Iceland,245.35,False
ac247a,United States,226.58,False
a39e0c,United States,287.38,False
ada5ee,United States,204.18,False
aae2fa,United States,240.96,False
addb47,United States,42.18,True
a39e16,United States,149.14,False
a6f380,United States,42.42,False
c0104f,Canada,249.05,False
a8dcee,United States,79.73,False
ada5f8,United States,61.32,False
a45091,United States,182.85,False
addb2b,United States,127.58,False
a368b2,United States,43.75,False
a2ce05,United States,212.46,False
0d10ac,Mexico,253.59,False
a235b7,United States,201.61,False
a88cec,United States,233.63,False
c01049,Canada,273.78,False
a092c6,United States,128.7,False
addb5f,United States,89.49,False
ab1704,United States,84.48,False
0d10bd,Mexico,214.12,False
a008ed,United States,212.63,False
a008ef,United States,181.74,False
addb4a,United States,188.17,False
e48ad4,Brazil,71.94,False
4bb4f0,Turkey,246.42,False
4aca65,Sweden,233.72,False
a7133f,United States,191.29,False
8016a4,India,178.03,False
a222b2,United States,0.0,True
c81c0a,New Zealand,45.92,False
a2bb10,United States,96.12,False
a6f326,United States,179.74,False
a83326,United States,47.67,False
ac370b,United States,205.74,False
a222bd,United States,237.29,False
4bb4ee,Turkey,255.01,False
ae62fd,United States,62.81,False
76b861,Singapore,238.44,False
ab172f,United States,59.29,False
50030d,San Marino,0.0,True
aa945d,United States,68.14,False
a40e1c,United States,226.06,False
a102b6,United States,60.47,False
a15e70,United States,217.82,False
a8efba,United States,190.23,False
4bb4e3,Turkey,248.7,False
a88ce4,United States,109.19,False
ac3731,United States,273.24,False
847114,Japan,196.98,False
a3a5ec,United States,280.11,False
ac7e1c,United States,240.22,False
a462c4,United States,50.6,False
a51b58,United States,135.11,False
47b1dc,Norway,100.38,False
a9fe05,United States,56.9,False
c0360e,Canada,230.03,False
abae2c,United States,279.17,False
e0744d,Argentina,167.53,False
ab4b34,United States,8.75,True
8a0375,Indonesia,223.72,False
8015cd,India,291.9,False
aa2b21,United States,262.65,False
ad68f0,United States,67.91,False
a63b45,United States,196.52,False
8015a7,India,270.43,False
781a4b,China,1.54,True
8015a5,India,267.84,False
ab5e6c,United States,260.54,False
a39e6b,United States,2.57,True
a9a397,United States,100.89,False
a858f6,United States,258.34,False
a88e2e,United States,105.98,False
440304,Austria,0.0,True
873378,Japan,187.47,False
ad68e9,United States,43.8,False
885312,Thailand,226.29,False
a3b8dc,United States,47.69,False
7c0a6b,Australia,6.92,False
a64e16,United States,40.09,False
e0b149,Argentina,180.64,False
ac35dd,United States,47.37,False
adee38,United States,26.93,False
ad8b20,United States,291.44,False
aae2d9,United States,207.61,False
a0f70c,United States,144.57,False
ad55d0,United States,41.88,False
0d1179,Mexico,57.1,False
a3a5d9,United States,188.61,False
0d116a,Mexico,156.25,False
3c4acd,Germany,226.03,False
a52e54,United States,191.88,False
c81c9e,New Zealand,3.34,True
a5f8e4,United States,273.89,False
a2bb83,United States,223.41,False
05a0af,Maldives,242.28,False
0180a6,Libyan Arab Jamahiriya,227.36,False
a3a5db,United States,43.85,False
aa8081,United States,45.82,False
ad9e73,United States,0.0,True
abae8f,United States,184.09,False
ac7e9e,United States,270.41,False
a03da1,United States,0.06,True
a605c1,United States,4.12,True
a52e5b,United States,209.53,False
adece7,United States,72.21,False
a0f73c,United States,185.83,False
a3571c,United States,128.03,False
a8de7d,United States,269.11,False
ad3028,United States,183.11,False
ac236a,United States,145.6,False
a0e431,United States,292.78,False
aae391,United States,139.54,False
a35727,United States,240.61,False
a99b83,United States,223.1,False
0d1139,Mexico,185.34,False
ada64d,United States,222.36,False
aa92fc,United States,253.33,False
aa92fa,United States,276.52,False
0d112d,Mexico,109.81,False
0d112e,Mexico,239.23,False
702067,Bangladesh,235.46,False
aa92ff,United States,245.07,False
0d1140,Mexico,239.49,False
70204a,Bangladesh,265.56,False
a87b97,United States,0.51,True
a9c8ec,United States,34.79,False
a87b8a,United States,98.59,False
ad4395,United States,241.85,False
0d113b,Mexico,221.43,False
ad4390,United States,227.67,False
4bc848,Turkey,217.22,False
4bc845,Turkey,219.05,False
0d1154,Mexico,256.81,False
841b6a,Japan,284.94,False
a0f735,United States,233.05,False
a9eb06,United States,52.03,False
aa2b79,United States,163.84,False
a88e71,United States,225.81,False
87339a,Japan,224.08,False
a582f9,United States,167.95,False
a5d2d4,United States,246.03,False
ad438d,United States,192.72,False
a8de56,United States,234.59,False
8518ae,Japan,132.75,False
ad3067,United States,200.44,False
8518d0,Japan,206.93,False
ac7e09,United States,190.75,False
a63b81,United States,67.0,False
a39dd0,United States,232.92,False
ac7e15,United States,148.54,False
c81bb3,New Zealand,116.34,False
841b28,Japan,174.75,False
a4771b,United States,226.69,False
ac48ac,United States,211.71,False
aa92c2,United States,225.44,False
ae638e,United States,259.15,False
ac48d3,United States,0.13,True
4bc889,Turkey,210.15,False
aaf5a9,United States,284.05,False
abf09e,United States,240.33,False
4bc895,Turkey,254.68,False
a845f4,United States,236.7,False
a63b95,United States,170.25,False
a14ad1,United States,143.69,False
a14ad4,United States,111.13,False
73806e,Israel,248.64,False
73806d,Israel,246.44,False
a98909,United States,0.06,True
a36661,United States,179.07,False
a6bfa6,United States,8.75,True
a3c975,United States,93.18,False
a0f355,United States,207.07,False
a2efec,United States,261.3,False
801878,India,67.91,False
c058b4,Canada,32.92,True
c058ae,Canada,121.93,False
a8690e,United States,126.03,False
7c0ada,Australia,38.4,False
a2467a,United States,246.17,False
a3796b,United States,48.31,False
c058cb,Canada,258.15,False
738060,Israel,0.0,True
738065,Israel,251.52,False
801861,India,184.66,False
c07b05,Canada,4.63,True
738069,Israel,243.65,False
738068,Israel,80.11,False
80184e,India,198.33,False
c058cd,Canada,203.47,False
a35314,United States,71.08,False
ab2760,United States,238.57,False
a3fce7,United States,264.12,False
80052d,India,144.6,False
ac340a,United States,1.8,True
738072,Israel,208.14,False
a22003,United States,7.46,True
c058c3,Canada,247.0,False
738075,Israel,231.13,False
738073,Israel,242.11,False
a4c327,United States,0.0,True
a8da84,United States,210.1,False
80185f,India,112.4,False
a36636,United States,182.67,False
c058bb,Canada,233.99,False
adb723,United States,287.49,False
8733bc,Japan,142.63,False
3c4a10,Germany,275.23,False
a1139f,United States,195.17,False
ad6731,United States,50.95,False
3c4a0c,Germany,266.11,False
a04e00,United States,213.02,False
738050,Israel,255.8,False
ac3430,United States,191.38,False
738051,Israel,252.35,False
c0204a,Canada,117.15,False
738057,Israel,242.36,False
c0337d,Canada,126.68,False
738055,Israel,181.53,False
ac7aa9,United States,270.21,False
44003f,Austria,250.04,False
8a04f7,Indonesia,234.13,False
ac210e,United States,212.3,False
a3401a,United States,175.23,False
ad675f,United States,0.0,False
aaf459,United States,44.4,False
ae7408,United States,63.84,False
70209f,Bangladesh,228.89,False
e80048,Chile,3.34,True
800588,India,248.63,False
800582,India,203.03,False
aa3b92,United States,81.62,False
a7cd8f,United States,39.57,False
ad6760,United States,92.74,False
c04688,Canada,224.4,False
a7ccce,United States,259.86,False
adc8ee,United States,87.97,False
8a064e,Indonesia,193.09,False
a6f00d,United States,300.96,False
8a064c,Indonesia,232.97,False
a60387,United States,60.09,False
accb22,United States,175.09,False
abbe94,United States,54.69,False
874846,Japan,215.33,False
8a0658,Indonesia,46.91,False
ac32cf,United States,144.16,False
a258b7,United States,237.25,False
a018ee,United States,172.93,False
a6acdd,United States,38.12,False
a8697f,United States,169.27,False
a8b964,United States,224.11,False
ae1e6c,United States,56.82,False
aa3ae9,United States,220.41,False
ac32f2,United States,239.5,False
ab5b8c,United States,233.1,False
ad52bb,United States,0.06,True
aa9136,United States,260.42,False
a47367,United States,45.38,False
aa3ae2,United States,2.83,True
ad52d3,United States,52.58,False
c0202b,Canada,122.14,False
c0202d,Canada,137.65,False
abab75,United States,110.44,False
accb50,United States,274.6,False
a6acff,United States,45.1,False
a35388,United States,0.0,True
8a061e,Indonesia,212.81,False
abab90,United States,223.41,False
a4d65c,United States,211.95,False
8840fa,Thailand,216.64,False
a97626,United States,11.32,True
a1be1d,United States,58.28,False
a3a369,United States,44.4,False
accb65,United States,199.61,False
a2de17,United States,263.23,False
a3fcfb,United States,186.24,False
a005fc,United States,45.23,False
8840f9,Thailand,165.3,False
3c4a8b,Germany,274.38,False
a46094,United States,198.33,False
aa9108,United States,87.67,False
a86981,United States,34.48,False
c04662,Canada,51.61,False
a258be,United States,184.49,False
a16e42,United States,244.59,False
a15b05,United States,166.53,False
a89caa,United States,43.6,False
a5e339,United States,225.02,False
a04e60,United States,194.52,False
a97608,United States,183.52,False
a60363,United States,63.78,False
ab2728,United States,225.25,False
a61697,United States,50.67,False
a15b21,United States,31.38,False
a74992,United States,118.85,False
c0464c,Canada,32.91,False
a1be10,United States,2.57,True
a78ffa,United States,214.2,False
ab271f,United States,260.21,False
a6acba,United States,40.07,False
8016e0,India,0.0,True
a52b19,United States,213.59,False
781b3a,China,213.79,False
ab38bd,United States,48.58,False
a39b39,United States,77.79,False
a40b26,United States,103.92,False
8016df,India,263.61,False
70472b,Myanmar,104.98,False
aa18d0,United States,213.77,False
a1be72,United States,149.63,False
aa18d5,United States,133.77,False
781b5b,China,236.75,False
a2de46,United States,189.78,False
a41e2c,United States,301.19,False
a39b20,United States,182.9,False
896108,United Arab Emirates,263.82,False
abbe16,United States,56.2,False
34558e,Spain,236.96,False
aa908e,United States,124.5,False
a4e8ef,United States,191.44,False
a125f9,United States,228.73,False
896111,United Arab Emirates,267.67,False
7c72b4,Australia,62.35,False
ab38eb,United States,80.33,False
aa9093,United States,103.45,False
a04e9f,United States,176.83,False
a03b6d,United States,202.24,False
a615d0,United States,263.29,False
406948,United Kingdom,268.59,False
a89e08,United States,35.04,False
a15b4c,United States,204.91,False
a602a5,United States,64.43,False
abbe24,United States,62.72,False
a9768a,United States,183.63,False
acde22,United States,49.61,False
ac45ac,United States,242.12,False
a8303f,United States,55.8,False
c1ea42,Canada,2.83,True
84715c,Japan,12.86,True
a41e90,United States,227.77,False
ac45d6,United States,80.05,False
a72399,United States,52.24,False
ac8e53,United States,257.24,False
7c0b98,Australia,46.89,False
a9b357,United States,7.72,True
a3c8cb,United States,290.64,False
a9633c,United States,37.68,False
a472ac,United States,43.95,False
a40b41,United States,0.0,True
8003e2,India,246.67,False
ab5b66,United States,157.79,False
c05909,Canada,189.07,False
c1ea35,Canada,1.03,True
ab0032,United States,286.26,False
8470a0,Japan,182.0,False
a77e97,United States,201.91,False
a12735,United States,205.12,False
a52b8b,United States,39.45,False
a24713,United States,8.23,True
abbce5,United States,182.72,False
a77e8f,United States,272.89,False
a65e9b,United States,49.14,False
a16da1,United States,47.3,False
7cb067,Australia,142.31,False
7cb065,Australia,3.86,True
a842ac,United States,67.08,False
a962c9,United States,36.61,False
a2cb9e,United States,107.04,False
7cb061,Australia,1.54,True
aca989,United States,51.1,False
ac468d,United States,240.51,False
aca99c,United States,198.78,False
a12711,United States,187.8,False
a12712,United States,126.04,False
89617b,United Arab Emirates,113.33,False
ada336,United States,224.88,False
738102,Israel,269.2,False
a842e7,United States,212.78,False
ac2038,United States,184.73,False
738100,Israel,263.86,False
a40b85,United States,68.35,False
a8ee40,United States,30.57,False
738103,Israel,233.02,False
896193,United Arab Emirates,273.72,False
896191,United Arab Emirates,271.37,False
adb653,United States,185.04,False
4a3122,Romania,160.78,False
89618d,United Arab Emirates,275.94,False
a8a5bf,United States,37.73,False
a90e61,United States,242.39,False
a88b64,United States,252.69,False
adb656,United States,220.99,False
8a05ac,Indonesia,7.72,True
89618b,United Arab Emirates,238.8,False
a04db8,United States,142.56,False
a1270f,United States,24.69,True
aa4e80,United States,201.04,False
ac337e,United States,99.8,False
a8b8ba,United States,224.79,False
a4d5f6,United States,30.11,False
ad402f,United States,116.02,False
a602ab,United States,3.09,True
ae6024,United States,13.58,False
a735d7,United States,222.87,False
896176,United Arab Emirates,235.09,False
896174,United Arab Emirates,265.45,False
e49d9a,Brazil,160.72,False
a10118,United States,125.42,False
80182f,India,138.39,False
a04dfa,United States,289.74,False
a4870d,United States,8.23,True
a8ee20,United States,48.37,False
a5f5bf,United States,226.39,False
a748f8,United States,56.6,False
a868cb,United States,41.48,False
adb65b,United States,265.4,False
781b26,China,225.38,False
896186,United Arab Emirates,187.09,False
a868d2,United States,45.79,False
a3a2f8,United States,76.22,False
adc98b,United States,212.75,False
a748ec,United States,244.4,False
a12750,United States,174.15,False
a12753,United States,209.48,False
a12755,United States,236.66,False
a12756,United States,213.64,False
a12758,United States,229.37,False
ac2082,United States,249.09,False
801819,India,222.47,False
801822,India,244.82,False
a855d9,United States,92.02,False
c044be,Canada,129.51,False
a842a9,United States,273.19,False
80180e,India,155.7,False
a722b1,United States,187.86,False
ab38aa,United States,133.76,False
a4c2f9,United States,58.37,False
406909,United Kingdom,233.02,False
781b48,China,2.31,True
a10102,United States,103.07,False
a5e2bc,United States,152.17,False
a9fb96,United States,205.34,False
a48764,United States,48.62,False
a15aef,United States,288.98,False
a9fb92,United States,9.26,True
7c7570,Australia,57.14,False
ad6814,United States,55.06,False
7c7577,Australia,58.36,False
a4c422,United States,229.23,False
ab5bb1,United States,208.07,False
a34119,United States,201.32,False
a58103,United States,297.77,False
a77dae,United States,230.46,False
a12796,United States,172.23,False
a12799,United States,209.87,False
a84404,United States,57.11,False
a1277b,United States,185.69,False
a6adaf,United States,51.31,False
a65dbc,United States,41.83,False
a35434,United States,51.75,False
a3b796,United States,198.8,False
ac8ee5,United States,183.19,False
aaf53a,United States,244.15,False
a24782,United States,72.24,False
ac2203,United States,246.3,False
a4871c,United States,154.2,False
ab5bd4,United States,269.68,False
a28dda,United States,56.92,False
ae1ec4,United States,68.03,False
8a03f3,Indonesia,224.85,False
abbee3,United States,273.89,False
ac221b,United States,40.18,False
a9b2e0,United States,199.01,False
7c6281,Australia,50.72,False
ae1eb0,United States,116.1,False
a7bb77,United States,194.2,False
45213d,Bulgaria,0.0,True
ac4888,United States,9.26,True
a39af6,United States,250.6,False
ad6884,United States,90.87,False
ad9bc8,United States,181.74,False
aa90fb,United States,57.11,False
acdef1,United States,28.67,False
a39ada,United States,147.53,False
8a03c8,Indonesia,195.03,False
aaf587,United States,46.52,False
7c7591,Australia,66.25,False
a09192,United States,127.27,False
a40ac2,United States,51.94,False
ada526,United States,158.68,False
a23494,United States,162.9,False
a36799,United States,0.0,True
ad53ce,United States,279.77,False
a9b41d,United States,44.88,False
a95128,United States,237.03,False
a3c9a1,United States,66.31,False
44012f,Austria,0.0,True
a64aef,United States,185.63,False
e4a533,Brazil,185.72,False
ab00df,United States,51.47,False
a34199,United States,7.2,True
a126bb,United States,64.72,False
c0211f,Canada,145.15,False
8a0536,Indonesia,256.42,False
a126c3,United States,199.63,False
a126c4,United States,253.81,False
a97797,United States,12.35,True
a126c7,United States,40.52,False
a3c9b4,United States,252.62,False
a4b16c,United States,150.22,False
ac20e7,United States,264.99,False
aae0db,United States,161.02,False
c03493,Canada,216.23,False
acdf9a,United States,197.97,False
a9c737,United States,272.7,False
e4a527,Brazil,158.42,False
ad40c7,United States,38.42,False
a6049b,United States,214.61,False
a9b402,United States,151.91,False
c03487,Canada,96.2,False
68220d,Mongolia,245.47,False
a04f49,United States,145.41,False
ad9c6c,United States,77.32,False
452124,Bulgaria,247.28,False
4bb2b2,Turkey,212.74,False
a126eb,United States,12.35,True
a126ed,United States,225.06,False
a8eda9,United States,49.97,False
c07aa4,Canada,4.89,True
8a0509,Indonesia,180.63,False
300a44,Italy,212.96,False
aa3bf0,United States,271.16,False
84d622,Japan,274.97,False
a4b125,United States,180.15,False
7020a4,Bangladesh,130.72,False
7c753d,Australia,0.0,True
a4c45a,United States,185.41,False
a1ac0c,United States,176.1,False
a61797,United States,223.7,False
7020b2,Bangladesh,229.4,False
a4b136,United States,108.82,False
7c7539,Australia,6.43,True
0d12ad,Mexico,203.82,False
a379dd,United States,195.34,False
a126cc,United States,258.41,False
440118,Austria,193.11,False
a52aed,United States,253.08,False
7020c2,Bangladesh,230.26,False
a1ac11,United States,144.24,False
e49bf6,Brazil,238.59,False
a379cd,United States,138.29,False
ab6eb9,United States,3.86,True
ac481d,United States,80.97,False
a0f3a5,United States,220.89,False
e49bff,Brazil,233.29,False
a259ec,United States,52.71,False
a4c492,United States,8.75,True
846021,Japan,2.57,True
846020,Japan,183.6,False
aa4ee9,United States,159.79,False
a126e6,United States,1.8,True
a126e7,United States,156.6,False
a6adda,United States,51.7,False
a7cf10,United States,262.06,False
acdf07,United States,45.92,False
aca9b6,United States,91.9,False
a39c62,United States,0.0,True
a77f2d,United States,249.94,False
8017ff,India,188.9,False
a53f5b,United States,134.23,False
a233e7,United States,204.08,False
ae749b,United States,0.0,True
a353c8,United States,130.69,False
a353c6,United States,198.27,False
a77f26,United States,248.76,False
a353d2,United States,143.79,False
a2cc2c,United States,84.96,False
c04716,Canada,254.33,False
a603a2,United States,38.29,False
a27c78,United States,274.45,False
a27c59,United States,43.73,False
aa06b7,United States,248.01,False
a53f84,United States,56.98,False
c81a1b,New Zealand,0.0,False
adc9b6,United States,107.54,False
a52c4f,United States,173.06,False
a15c80,United States,212.5,False
4892c4,Poland,219.35,False
a28f80,United States,166.44,False
4892c9,Poland,212.19,False
c04738,Canada,226.64,False
ad79eb,United States,203.22,False
a53f20,United States,250.77,False
abbf4c,United States,93.99,False
c07b8c,Canada,220.78,False
abac1e,United States,49.46,False
abbf4e,United States,43.92,False
a9a132,United States,142.26,False
a3c9e2,United States,3.09,True
abac22,United States,147.11,False
ac33c4,United States,7.72,True
89620b,United Arab Emirates,260.0,False
ab6f96,United States,39.13,False
a3ff44,United States,172.22,False
a1280c,United States,191.0,False
884207,Thailand,209.52,False
89620e,United Arab Emirates,249.68,False
89620d,United Arab Emirates,239.05,False
7380c2,Israel,233.95,False
ac20a1,United States,211.15,False
7380c0,Israel,239.19,False
7380c6,Israel,250.12,False
7380c5,Israel,268.27,False
7380c4,Israel,225.82,False
a9778d,United States,66.04,False
ae1f4e,United States,39.8,False
7380c9,Israel,236.94,False
7380c7,Israel,227.79,False
a9b43f,United States,294.41,False
a220cb,United States,266.59,False
