icao24,origin_country,velocity,on_ground
aaf60a,United States,141.29,False
a7bbb2,United States,184.01,False
a2ba48,United States,81.28,False
8014a4,India,228.6,False
a2cd75,United States,124.77,False
aa07f9,United States,0.0,True
a354ed,United States,58.41,False
c04830,Canada,31.85,False
ab5d2c,United States,253.46,False
7c2f69,Australia,69.45,False
a474bb,United States,41.26,False
e0b215,Argentina,251.42,False
8014ad,India,3.09,True
8a0494,Indonesia,147.16,False
a88d1a,United States,228.69,False
a1ad73,United States,224.85,False
a52d74,United States,57.45,False
4aca89,Sweden,219.76,False
a64d4d,United States,274.71,False
e07585,Argentina,256.09,False
ab5d4a,United States,254.56,False
ab14d9,United States,155.16,False
84d283,Japan,185.02,False
a40d2e,United States,154.65,False
c81d8e,New Zealand,81.02,False
a234ef,United States,123.47,False
aaf4d3,United States,27.23,False
a88d10,United States,11.32,True
a857c2,United States,275.38,False
a38a0f,United States,165.94,False
a9659e,United States,24.98,False
e49eec,Brazil,175.68,False
e49eee,Brazil,176.5,False
e49eed,Brazil,0.0,True
aa3d09,United States,155.85,False
c81d9d,New Zealand,230.9,False
ac34bf,United States,181.04,False
85188c,Japan,0.0,True
7c1c95,Australia,114.78,False
8014f8,India,242.97,False
a40d8d,United States,230.92,False
ac6a1f,United States,233.99,False
aa929c,United States,110.3,False
a39d9b,United States,213.97,False
a40d95,United States,21.61,False
c2b0ad,Canada,127.04,False
e48ba9,Brazil,250.41,False
a341dc,United States,61.43,False
343141,Spain,213.55,False
8a0448,Indonesia,222.63,False
e0b285,Argentina,109.21,False
acba1b,United States,1.54,True
8014bc,India,248.56,False
a26a93,United States,217.05,False
ac21af,United States,2.06,True
c04825,Canada,114.88,False
c80a97,New Zealand,35.29,False
8014c8,India,262.71,False
e0b284,Argentina,247.03,False
a4d7e4,United States,218.38,False
abad6c,United States,116.74,False
ad9d59,United States,49.48,False
a00948,United States,181.7,False
7809a6,China,227.53,False
a88d6f,United States,0.06,True
a9ea32,United States,206.87,False
a03ce6,United States,166.96,False
a63a97,United States,48.38,False
a7aa2a,United States,51.03,False
7809b1,China,196.13,False
ab0299,United States,44.52,False
a63a9f,United States,56.14,False
a59601,United States,278.74,False
c07c7b,Canada,214.1,False
c07c7a,Canada,200.88,False
34440b,Spain,205.94,False
ad425d,United States,63.89,False
471f3d,Hungary,96.72,False
a831e5,United States,197.97,False
a594fa,United States,230.42,False
a99a05,United States,66.31,False
a46304,United States,244.64,False
a88d47,United States,5.92,True
a51a71,United States,133.5,False
0d1202,Mexico,3.6,True
a76d5a,United States,94.75,False
7c2f2d,Australia,75.03,False
7c1c10,Australia,44.7,False
a0802e,United States,55.8,False
a23675,United States,131.76,False
801612,India,271.28,False
801613,India,178.12,False
aa91b6,United States,66.29,False
0d1218,Mexico,219.91,False
7809ea,China,209.81,False
a08021,United States,198.0,False
c81ce4,New Zealand,38.59,False
c81ce5,New Zealand,55.26,False
c046f7,Canada,240.11,False
a857ff,United States,62.38,False
0d1233,Mexico,233.86,False
aa9440,United States,0.0,True
ab5dd4,United States,229.63,False
80174d,India,240.09,False
80174b,India,0.9,True
a46345,United States,297.69,False
8a01dd,Indonesia,206.54,False
ad9db0,United States,192.9,False
c81ac5,New Zealand,41.64,False
c81ac0,New Zealand,141.25,False
800441,India,234.2,False
a5d319,United States,251.37,False
c07e32,Canada,212.68,False
801778,India,125.0,False
a64ce6,United States,204.26,False
abadd6,United States,116.97,False
a59689,United States,33.13,False
c035bb,Canada,191.56,False
c035d4,Canada,207.53,False
a46310,United States,240.72,False
a1acdb,United States,167.29,False
c81acb,New Zealand,30.98,False
a9ea64,United States,61.92,False
a5f938,United States,235.33,False
abadf9,United States,248.42,False
3c4b31,Germany,235.52,False
3c4b27,Germany,268.85,False
3c4b2d,Germany,258.77,False
ad8aa9,United States,260.79,False
407b7b,United Kingdom,205.45,False
80179b,India,243.19,False
a1f070,United States,158.13,False
a3a63c,United States,80.49,False
3c4b2b,Germany,265.78,False
a89fa3,United States,92.12,False
ad444d,United States,286.18,False
a85931,United States,228.97,False
a0808f,United States,215.01,False
a52cc8,United States,6.69,True
407b70,United Kingdom,226.59,False
abf11f,United States,68.0,False
ac379a,United States,222.03,False
80177d,India,230.68,False
a4634b,United States,237.03,False
a008c5,United States,0.0,True
a3fffc,United States,189.52,False
ac247a,United States,213.47,False
a39e0c,United States,216.62,False
ada5ee,United States,217.35,False
3443d4,Spain,152.39,False
adee80,United States,45.48,False
8a0301,Indonesia,235.29,False
addb2b,United States,238.92,False
a3b8ad,United States,151.93,False
a84699,United States,252.92,False
a02b3b,United States,50.46,False
a2ce05,United States,221.12,False
a02b50,United States,60.53,False
a14b1a,United States,1.29,True
a248e0,United States,52.8,False
a02b15,United States,63.09,False
80047c,India,236.65,False
ad42fa,United States,29.95,False
ad8b97,United States,49.41,False
4aca06,Sweden,257.43,False
a45072,United States,191.01,False
a5c077,United States,33.1,False
a6e04c,United States,57.66,False
a6e055,United States,256.39,False
e0b198,Argentina,2.83,True
e0b197,Argentina,233.77,False
a248c8,United States,56.41,False
a8469e,United States,218.49,False
addb4a,United States,222.02,False
e48ad5,Brazil,223.43,False
4aca65,Sweden,226.94,False
7c1cb2,Australia,51.37,False
8016a7,India,0.0,True
8016a4,India,241.28,False
a222b2,United States,196.68,False
a7cfdd,United States,45.55,False
aaf720,United States,47.43,False
a2bb10,United States,213.18,False
ac370b,United States,136.94,False
a9b62a,United States,205.85,False
76b861,Singapore,131.85,False
a89fda,United States,196.44,False
a02b95,United States,147.5,False
a475a3,United States,215.29,False
ab5db8,United States,206.52,False
47891e,Norway,1.54,True
a0f5ca,United States,47.62,False
a15e70,United States,201.76,False
a9661f,United States,68.13,False
aa944a,United States,258.65,False
4bb4e3,Turkey,232.28,False
76b86d,Singapore,238.39,False
ab0425,United States,74.34,False
ac3731,United States,204.78,False
c81c31,New Zealand,102.97,False
c02358,Canada,221.27,False
46b927,Greece,185.38,False
a27e53,United States,53.47,False
847114,Japan,98.94,False
8015c2,India,225.91,False
a2ce7f,United States,62.97,False
47b1dc,Norway,255.79,False
ac48f2,United States,124.29,False
ab4b1e,United States,157.43,False
84c068,Japan,171.96,False
47b1e8,Norway,40.6,False
8a0374,Indonesia,215.39,False
aa2b21,United States,232.04,False
aaf5bc,United States,226.12,False
c81c50,New Zealand,65.19,False
ab02c9,United States,50.86,False
8015a8,India,231.79,False
ab5e6c,United States,262.28,False
a88e2e,United States,208.37,False
8015b2,India,233.55,False
873378,Japan,12.86,True
ac7e60,United States,180.99,False
aaf5df,United States,174.63,False
ad8b1d,United States,215.13,False
7c0a6b,Australia,0.73,False
c06a9b,Canada,289.89,False
a3b8f5,United States,83.06,False
abae62,United States,266.74,False
885306,Thailand,5.66,True
aae2d9,United States,251.15,False
a0f70c,United States,212.82,False
acce3f,United States,217.96,False
a5c09d,United States,120.74,False
0d1179,Mexico,41.32,False
a3a5d9,United States,213.2,False
3c4ad8,Germany,239.1,False
8015e7,India,0.9,True
8015e5,India,216.39,False
a2bb89,United States,236.5,False
ada5d1,United States,40.38,False
a5f8e4,United States,211.58,False
7c71d7,Australia,4.12,True
8015f7,India,234.77,False
88530f,Thailand,246.51,False
abae8f,United States,210.51,False
a38b84,United States,256.11,False
e48b64,Brazil,65.93,False
4bc859,Turkey,212.68,False
a99b5f,United States,192.99,False
c021f6,Canada,238.72,False
4bc84b,Turkey,255.69,False
0d111a,Mexico,164.64,False
a0e431,United States,187.34,False
a60701,United States,94.91,False
0d1130,Mexico,245.62,False
344557,Spain,245.32,False
a35725,United States,43.85,False
ada64d,United States,224.56,False
a0e429,United States,54.65,False
a10441,United States,71.6,False
0d112a,Mexico,184.54,False
0d112e,Mexico,238.35,False
a87b8a,United States,263.43,False
344545,Spain,153.92,False
ae634a,United States,64.31,False
ad4395,United States,6.94,True
adecf8,United States,0.0,True
ad4390,United States,246.56,False
4bc848,Turkey,208.67,False
0d1158,Mexico,261.38,False
aa92f8,United States,250.47,False
c06a82,Canada,283.97,False
a1f116,United States,0.64,True
aa2b79,United States,273.78,False
87339a,Japan,276.18,False
a21127,United States,174.91,False
a5d2d4,United States,224.45,False
8518ae,Japan,209.15,False
ab28c5,United States,252.63,False
8518d0,Japan,18.01,True
a10481,United States,61.33,False
4bc89a,Turkey,212.84,False
ac7e09,United States,176.3,False
801729,India,257.11,False
ab28d7,United States,236.83,False
a6f2b7,United States,179.47,False
ae503d,United States,236.57,False
ac7e18,United States,147.6,False
841b28,Japan,188.97,False
aa92c2,United States,168.45,False
ae638e,United States,149.53,False
ac48d3,United States,207.15,False
aaf5a9,United States,175.7,False
4bc887,Turkey,228.27,False
abf09e,United States,213.91,False
702034,Bangladesh,132.89,False
4bc885,Turkey,243.53,False
4bc894,Turkey,196.74,False
aaf5b1,United States,300.17,False
a75b5e,United States,278.22,False
a98909,United States,6.69,True
a09042,United States,7.2,True
a4996b,United States,205.02,False
73806b,Israel,252.51,False
a0f355,United States,2.31,True
c058b4,Canada,0.06,True
a4d624,United States,9.77,True
c058ae,Canada,245.08,False
a8690a,United States,81.34,False
a2467a,United States,150.79,False
a47303,United States,222.23,False
4068f6,United Kingdom,9.26,True
a36659,United States,63.35,False
a3fcd6,United States,95.97,False
a3795a,United States,0.0,True
4bb475,Turkey,241.81,False
738063,Israel,248.82,False
a2dca1,United States,34.57,False
801864,India,215.36,False
a2463a,United States,56.54,False
4bb46d,Turkey,223.97,False
a3661f,United States,236.22,False
738072,Israel,238.41,False
a22003,United States,64.83,False
738075,Israel,229.68,False
a1cfde,United States,67.58,False
a8da84,United States,0.0,False
c058bb,Canada,273.83,False
4bb46f,Turkey,240.96,False
c058be,Canada,262.94,False
702087,Bangladesh,245.01,False
8733bc,Japan,190.18,False
a0f37e,United States,211.49,False
ac8dc7,United States,69.66,False
aa0701,United States,174.43,False
abaaa8,United States,173.13,False
3c4a0d,Germany,312.06,False
a04e00,United States,219.75,False
ab6df9,United States,92.76,False
738050,Israel,253.41,False
3c4a21,Germany,281.76,False
738057,Israel,220.29,False
738056,Israel,6.69,True
738055,Israel,249.82,False
a6290b,United States,37.53,False
8a04f5,Indonesia,234.11,False
ac210e,United States,285.86,False
a3534a,United States,194.24,False
a3401a,United States,186.48,False
440080,Austria,156.84,False
a74923,United States,202.19,False
a09075,United States,8.75,True
ad6755,United States,205.94,False
7cc455,Australia,54.28,False
a2dce1,United States,212.73,False
a3c966,United States,43.8,False
e80046,Chile,204.84,False
800588,India,257.72,False
aa3b92,United States,76.25,False
a7ccce,United States,198.88,False
a7101e,United States,264.86,False
8a064c,Indonesia,239.5,False
a59398,United States,218.13,False
a83006,United States,72.02,False
874846,Japan,0.77,True
ac32cf,United States,201.13,False
a258b7,United States,203.11,False
a72350,United States,53.67,False
a018ee,United States,231.44,False
ae1e50,United States,136.87,False
8a063b,Indonesia,127.09,False
adb5de,United States,37.07,False
a5939c,United States,101.44,False
aa3ae9,United States,211.08,False
ac32f2,United States,217.39,False
ab5b8c,United States,283.93,False
ad9b5e,United States,0.0,True
aa9136,United States,255.04,False
aa3ae2,United States,209.26,False
a47364,United States,176.46,False
440030,Austria,238.65,False
a89cdc,United States,38.15,False
e8cfd2,Peru,137.48,False
accb50,United States,203.1,False
a35388,United States,227.54,False
aa3abe,United States,54.39,False
a84307,United States,33.02,False
a245b7,United States,8.75,True
a97626,United States,235.37,False
a125dd,United States,73.85,False
accb65,United States,201.48,False
3c4a8c,Germany,312.35,False
a03b67,United States,103.41,False
a97639,United States,240.95,False
e4a685,Brazil,53.62,False
8a0605,Indonesia,131.76,False
8a0603,Indonesia,75.28,False
a89caa,United States,53.29,False
a5e339,United States,102.29,False
a8430d,United States,134.1,False
a04e60,United States,149.15,False
50021d,San Marino,196.58,False
a97608,United States,195.98,False
ad9b94,United States,11.32,False
8960e7,United Arab Emirates,202.86,False
a5d00a,United States,66.4,False
ab2729,United States,199.16,False
a6034a,United States,225.84,False
a74992,United States,141.26,False
a78ffa,United States,122.71,False
aa0759,United States,239.4,False
a73665,United States,286.59,False
aa3b05,United States,220.64,False
344297,Spain,203.73,False
8003b0,India,95.6,False
89611d,United Arab Emirates,261.55,False
a52b19,United States,66.37,False
47c1c2,Norway,293.0,False
a39b39,United States,274.25,False
70472a,Myanmar,108.31,False
a748bc,United States,246.79,False
a1be72,United States,183.52,False
a52b1f,United States,254.75,False
405631,United Kingdom,68.12,False
a41e2c,United States,282.33,False
4891b3,Poland,90.58,False
a2cb13,United States,220.76,False
a628eb,United States,83.16,False
a39b19,United States,235.88,False
aa908e,United States,12.35,True
a125f9,United States,217.95,False
aa9093,United States,206.12,False
896118,United Arab Emirates,284.11,False
ac8e2a,United States,63.77,False
a65e4e,United States,38.16,False
896120,United Arab Emirates,232.94,False
c81b57,New Zealand,59.9,False
a6ae24,United States,1.54,True
4891a6,Poland,229.57,False
a378dc,United States,55.26,False
e49caa,Brazil,143.7,False
e49cab,Brazil,171.58,False
c1ea42,Canada,6.17,True
84715c,Japan,192.67,False
a41e90,United States,8.23,False
a12709,United States,264.69,False
a53e0c,United States,5.92,True
a72399,United States,40.67,False
a8302c,United States,76.57,False
c1ea55,Canada,0.06,True
a472c4,United States,58.25,False
a3c8cb,United States,183.35,False
a9633c,United States,52.68,False
8003e2,India,285.88,False
ab5b66,United States,208.78,False
a52b00,United States,60.42,False
a95037,United States,2.83,True
8470a0,Japan,192.58,False
a12731,United States,139.51,False
a12732,United States,227.03,False
a77e97,United States,4.37,True
a12734,United States,223.21,False
a7ce70,United States,63.39,False
a9c5c5,United States,148.91,False
abbce5,United States,0.0,True
7cc38f,Australia,41.21,False
7cb05d,Australia,110.32,False
a88b46,United States,57.19,False
7cb05a,Australia,130.74,False
7cb066,Australia,0.0,True
7cb065,Australia,0.0,True
ad5329,United States,192.07,False
7cb061,Australia,8.23,True
801811,India,208.02,False
a1272d,United States,213.03,False
a842b8,United States,175.05,False
a1272f,United States,136.35,False
aca989,United States,46.71,False
a988f0,United States,221.14,False
7cb053,Australia,132.08,False
a12710,United States,234.96,False
7cb059,Australia,11.32,True
7cb058,Australia,150.13,False
ada336,United States,119.0,False
a88b70,United States,191.8,False
7c606d,Australia,70.57,False
a8ee45,United States,39.37,False
ac2038,United States,194.48,False
738100,Israel,241.87,False
a8b8ea,United States,51.37,False
3c15be,Germany,300.65,False
a89e93,United States,34.98,True
3c4b21,Germany,247.88,False
a04db8,United States,114.89,False
a1270f,United States,238.67,False
a3b5fc,United States,67.91,False
ac337e,United States,202.88,False
a8a5a1,United States,39.25,False
a8b8d6,United States,75.92,False
a04dfa,United States,272.08,False
a4870d,United States,0.0,True
a0f427,United States,275.05,False
ac205f,United States,231.66,False
80183b,India,221.27,False
a1277a,United States,248.68,False
896186,United Arab Emirates,250.87,False
800521,India,171.64,False
896188,United Arab Emirates,183.52,False
a855a6,United States,76.14,False
a12750,United States,184.79,False
c044bb,Canada,212.81,False
a12753,United States,170.31,False
a12755,United States,243.68,False
40690a,United Kingdom,247.47,False
40690d,United Kingdom,79.87,False
ac2082,United States,165.5,False
5001ac,San Marino,263.99,False
801822,India,209.98,False
a4c2f8,United States,275.23,False
ab38aa,United States,0.0,True
a89e47,United States,86.87,False
c07a14,Canada,269.41,False
a1279f,United States,32.7,False
a9fb92,United States,117.29,False
a60409,United States,224.23,False
a73735,United States,227.44,False
47b12e,Norway,232.25,False
ab5bb1,United States,218.14,False
a34119,United States,226.4,False
a58103,United States,246.81,False
a77dae,United States,244.85,False
ad5517,United States,35.63,False
a1277b,United States,8.75,True
a1aaae,United States,86.74,False
a2ddac,United States,164.07,False
7cc532,Australia,47.35,False
a3b796,United States,99.78,False
a28de3,United States,212.18,False
ac8ee5,United States,0.0,True
7c7555,Australia,55.41,False
a24782,United States,219.25,False
aaf53a,United States,229.53,False
a0f44c,United States,70.14,False
a4871c,United States,165.0,False
ab5bd4,United States,151.99,False
7cc529,Australia,43.23,False
ac486a,United States,216.62,False
ab6efc,United States,229.34,False
abbee3,United States,298.8,False
45213e,Bulgaria,248.27,False
47878d,Norway,2.31,True
a16f06,United States,43.85,False
abbedb,United States,197.55,False
ad6884,United States,225.69,False
a09188,United States,262.71,False
452180,Bulgaria,270.33,False
ad554c,United States,61.41,False
500194,San Marino,221.99,False
ac8efa,United States,201.69,False
ada520,United States,62.42,False
ada521,United States,188.37,False
8a03c6,Indonesia,223.75,False
a3411f,United States,216.57,False
e49d24,Brazil,206.89,False
a53dac,United States,0.51,False
a27aee,United States,141.67,False
a36799,United States,70.63,False
452166,Bulgaria,238.83,False
45caa8,Denmark,210.78,False
a28f25,United States,87.46,False
a3c9a1,United States,220.58,False
a9b423,United States,48.61,False
a8a785,United States,205.38,False
a34199,United States,241.46,False
440128,Austria,70.22,False
a126c4,United States,73.06,False
c0345a,Canada,0.51,False
ac20e7,United States,281.08,False
c03493,Canada,106.49,False
acdf9a,United States,268.12,False
a9c737,United States,240.92,False
e4a527,Brazil,225.48,False
a58190,United States,144.24,False
a96434,United States,227.85,False
a6049b,United States,175.83,False
a259a2,United States,45.8,False
a9b402,United States,58.65,False
452138,Bulgaria,245.84,False
452134,Bulgaria,230.95,False
a2219e,United States,60.84,False
a3549d,United States,136.87,False
471db4,Hungary,245.28,False
452124,Bulgaria,245.5,False
a126eb,United States,246.57,False
a126ed,United States,222.5,False
7cc50b,Australia,46.66,False
aa3bf0,United States,103.95,False
4bb2aa,Turkey,234.18,False
a41f37,United States,70.75,False
7020ab,Bangladesh,182.47,False
a61797,United States,102.93,False
a6177c,United States,47.72,False
a4b136,United States,129.89,False
a8a748,United States,235.45,False
a15c4b,United States,65.86,False
7020b4,Bangladesh,12.98,False
ab282f,United States,66.09,False
a379cd,United States,277.27,False
a6045d,United States,197.68,False
8018c8,India,230.26,False
a85762,United States,6.43,True
ab6eb9,United States,208.74,False
a126de,United States,37.55,False
a84437,United States,45.62,False
ac481d,United States,204.16,False
846020,Japan,186.99,False
a126e6,United States,224.17,False
a499a0,United States,244.45,False
acdf07,United States,62.93,False
a869bc,United States,154.33,False
c81a05,New Zealand,50.78,False
a8b9b3,United States,267.24,False
a53f5b,United States,60.19,False
a353c8,United States,211.86,False
7cc3b7,Australia,52.78,False
a486cc,United States,180.62,False
a353c6,United States,126.37,False
a8b9c0,United States,125.45,False
a749d9,United States,48.77,False
8004de,India,235.82,False
a486d8,United States,209.49,False
ac7c00,United States,254.82,False
a9a14b,United States,147.78,False
a7bc04,United States,179.27,False
a1bf6d,United States,54.26,False
aa06b7,United States,215.67,False
adc9b6,United States,157.48,False
4bb1c4,Turkey,236.81,False
8017f2,India,231.14,False
8017f3,India,254.25,False
a7cf21,United States,52.69,False
a15c80,United States,205.11,False
ac33a3,United States,220.84,False
8017f7,India,274.22,False
4892c2,Poland,156.81,False
a28f6f,United States,44.41,False
abbf49,United States,227.61,False
a28f80,United States,184.72,False
c04738,Canada,211.86,False
4892c6,Poland,226.5,False
ad79eb,United States,117.28,False
ac46e5,United States,226.15,False
a5d192,United States,46.53,False
a53f20,United States,216.84,False
896210,United Arab Emirates,286.01,False
a52c03,United States,48.94,False
a27c9e,United States,49.56,False
abac2c,United States,291.34,False
a65f19,United States,241.89,False
7380c1,Israel,239.17,False
7380c0,Israel,237.32,False
7380c4,Israel,217.99,False
ae1f4e,United States,34.71,False
a9b43f,United States,198.63,False
a220cb,United States,137.87,False
344346,Spain,223.78,False
a100fe,United States,30.88,False
a6f17a,United States,25.03,False
aae0ab,United States,237.6,False
7380ca,Israel,258.29,False
a6af03,United States,77.29,False
ad9ac9,United States,276.54,False
ac212d,United States,267.19,False
abbdfa,United States,142.63,False
a9fc34,United States,217.1,False
a28eb7,United States,84.88,False
accac7,United States,216.96,False
a36825,United States,68.99,False
acddf8,United States,178.92,False
ad5460,United States,224.66,False
a04edb,United States,155.95,False
a12861,United States,249.89,False
ab1496,United States,213.12,False
acdde1,United States,84.25,False
aaf485,United States,0.0,True
ab148b,United States,225.97,False
a89f88,United States,213.03,False
aaf47a,United States,252.93,False
adb782,United States,184.95,False
a9d9f2,United States,124.58,False
ac2154,United States,241.62,False
a5d0f5,United States,45.42,False
344305,Spain,293.15,False
ad5480,United States,232.06,False
a3a503,United States,186.98,False
3c4a02,Germany,226.05,False
a3a509,United States,245.48,False
a04ed5,United States,52.46,False
a8dc45,United States,238.81,False
a0e220,United States,210.09,False
a4c3e8,United States,160.39,False
a8b9e8,United States,199.62,False
ad4171,United States,3.86,True
a0f566,United States,196.53,False
accaf4,United States,128.61,False
a736e5,United States,49.1,False
a23551,United States,83.65,False
a28ee7,United States,93.13,False
a1bee0,United States,228.29,False
a89f80,United States,236.14,False
e49c5a,Brazil,226.88,False
ab39e3,United States,192.32,False
a89f62,United States,225.33,False
a15bc1,United States,75.72,False
a736ff,United States,172.11,False
781bf7,China,266.21,False
ac5ab7,United States,264.14,False
a3338c,United States,184.05,False
a02e0a,United States,75.11,False
abe101,United States,221.4,False
a5d668,United States,199.67,False
a57369,United States,1.54,False
3451cf,Spain,203.05,False
acbdad,United States,270.89,False
aa9798,United States,66.07,False
ac011d,United States,210.32,False
aac136,United States,209.99,False
4bb21a,Turkey,245.33,False
adddd5,United States,0.0,True
acaaad,United States,206.49,False
a56050,United States,0.0,True
4079cc,United Kingdom,94.62,False
8a0809,Indonesia,192.27,False
020118,Morocco,210.93,False
a9b921,United States,38.35,False
020110,Morocco,173.47,False
a6d00b,United States,192.12,False
a81000,United States,207.01,False
a81001,United States,92.78,False
a81005,United States,222.58,False
ac0143,United States,214.12,False
a81006,United States,217.44,False
ac5ada,United States,129.39,False
a4798f,United States,200.39,False
a4c96c,United States,267.28,False
4bb27a,Turkey,213.9,False
aa974f,United States,165.44,False
a0f8d3,United States,174.65,False
4bb293,Turkey,240.56,False
a5d623,United States,240.29,False
4bb292,Turkey,247.55,False
ad7ad8,United States,47.65,False
ac148f,United States,242.76,False
c038c8,Canada,244.0,False
abf486,United States,135.94,False
a57334,United States,201.6,False
44cdcf,Belgium,233.26,False
a58672,United States,215.99,False
4bb268,Turkey,252.1,False
4bb276,Turkey,203.01,False
a5d648,United States,261.65,False
adddff,United States,242.6,False
a71654,United States,238.35,False
4bb26f,Turkey,247.15,False
4bb26c,Turkey,241.39,False
3c5b31,Germany,259.53,False
4066d0,United Kingdom,46.94,False
a76fe9,United States,237.21,False
896409,United Arab Emirates,255.92,False
896408,United Arab Emirates,248.7,False
44cdc6,Belgium,214.37,False
44cdc5,Belgium,79.42,False
896411,United Arab Emirates,258.08,False
a212a3,United States,30.15,False
adde95,United States,217.2,False
a598cb,United States,257.54,False
a728c1,United States,203.26,False
a082ac,United States,270.77,False
7cfa94,Australia,0.0,True
a01b56,United States,141.12,False
a105e8,United States,9.77,True
a0d2a9,United States,44.5,False
aa7198,United States,166.66,False
aae739,United States,63.18,False
781bb5,China,221.08,False
ac6db1,United States,111.4,False
a94358,United States,49.12,False
7c7659,Australia,2.83,True
aae73b,United States,228.26,False
a6e358,United States,52.85,False
a6e361,United States,223.99,False
ac2747,United States,246.0,False
7c764d,Australia,124.19,False
8a083c,Indonesia,244.46,False
4bb1a4,Turkey,250.23,False
aae757,United States,276.93,False
ac6dd2,United States,10.8,True
a38e69,United States,164.24,False
7cc60f,Australia,5.92,True
a3a8c0,United States,275.35,False
aa8481,United States,247.76,False
a3a8ba,United States,240.02,False
ad4747,United States,243.41,False
ad4744,United States,244.22,False
020145,Morocco,199.79,False
a98b16,United States,37.04,False
acab11,United States,210.37,False
7cc4e9,Australia,38.06,False
896372,United Arab Emirates,260.97,False
780a5a,China,1.03,True
a0971b,United States,55.15,False
acbe3f,United States,83.57,False
344043,Spain,0.0,False
a9ee34,United States,46.3,False
ac6e76,United States,40.9,False
c06cc3,Canada,43.52,False
781d8d,China,236.29,False
aae5f7,United States,191.11,False
780a71,China,247.97,False
acbe37,United States,109.63,False
aa2e6f,United States,2.31,True
a6f5d7,United States,172.41,False
e80622,Chile,234.07,False
85d098,Japan,132.17,False
780a6f,China,221.67,False
780a6e,China,78.87,False
a2ab6c,United States,207.73,False
a4a2ec,United States,37.26,False
e8061c,Chile,224.04,False
896357,United Arab Emirates,235.0,False
e8062a,Chile,217.49,False
a62b88,United States,176.3,False
a75e7e,United States,178.99,False
c06cda,Canada,211.4,False
a452c4,United States,145.57,False
4bb0f5,Turkey,227.71,False
4bb0f3,Turkey,268.36,False
a7f08e,United States,277.83,False
4bb0ee,Turkey,0.0,True
a01ab4,United States,52.02,False
a26db7,United States,40.34,False
4bb0ed,Turkey,235.06,False
4bb0ea,Turkey,229.56,False
4bb0eb,Turkey,230.58,False
a02dda,United States,223.03,False
780a9b,China,279.4,False
a21417,United States,56.41,False
acab3f,United States,259.56,False
02019c,Morocco,216.07,False
